,Acousticness,Danceability,Energy,Hyper,Liveliness,Loudness,Speechiness,Valence
629,0.4253018760721371,1.3978523027782808,1.6094780240470263,2.2252384067942645,1.3232849561595663,1.644261281251466,0.25390202698533015,1.584759382149042
1026,1.4458553075725067,2.0726446278122204,1.1915106419515022,2.1343197969118326,-1.087541699663931,1.7955480818233678,0.01634595090858539,1.5618946028569864
847,-0.4892493205541609,0.7601364791198317,1.6029472837017837,2.1105077800378624,-0.07242095867753304,0.5793732715722144,0.031116276882268902,1.7448128371934308
1092,-0.4362482031171251,2.2506118344145785,0.9825269509037403,2.065048475096647,-0.9922251981628609,0.7001888790960648,0.5862343613932112,1.5984782497242753
583,-0.4001623359259519,1.2643768978265115,1.5311091399041155,2.0434011870294007,-0.16773746017860353,-0.33903917854272325,-0.4575353407470969,1.3926952360957756
860,-0.3336290182922261,0.5525080714170808,1.5311091399041155,2.0347422718025028,0.11140372278881648,1.7239140490437395,-0.27782970806727975,1.8134071750695973
113,-0.6945440743714452,0.35229496398942817,1.5898858030112992,2.0066007973150835,0.8875523778689599,0.6600952040328398,-0.47107480622297354,1.7951153516359524
324,-0.39565160252705517,0.797212980495323,1.328656189201597,1.967635678794042,0.8943606994047506,0.6109136292886176,-0.6557038808940185,1.804261263352775
506,-0.656315608815796,0.7675517793949308,1.2894717471301407,1.939494204306623,0.7241526610099822,0.2383097423677146,0.05327176584279443,1.817980130928008
262,-0.689582267632659,1.2273003964510203,1.087018796427622,1.9351647466931734,0.15906197353935164,1.092572312381492,-0.490768574187885,1.8088342192111857
654,-0.6443621653087198,0.9158577848968948,1.387432852308779,1.9286705602730005,1.547959566840661,0.5750966128988033,-0.5806213905277936,1.5664675587153976
873,-0.6941944925330308,0.6118304736178668,1.2633487857491712,1.8788817977183345,0.3156533688625384,0.6814784973998931,-0.640933554920335,1.822553086786419
864,-0.19097707455211918,1.672218412956915,0.9106888071060728,1.8658934248779877,2.8347323371051085,-0.4780305854285693,1.8786378840905262,1.6350618965915642
242,-0.42835441966905596,1.2643768978265115,0.9368117684870431,1.8442461368107426,-0.5421951446470936,0.9124180657640687,-0.4427650147734133,1.804261263352775
327,0.7636068809893868,1.3459452008525932,1.5245783995588738,1.8442461368107426,1.370943206910102,-3.2289912770999694,-0.3590665009225395,0.9308266943962541
497,-0.442450461540608,0.8491200824210107,1.0804880560823786,1.8052810182897,1.187118525443752,1.2181991609129303,0.02373111389542723,1.776823528202308
325,2.043527482926314,1.279207498376708,1.3939635926540224,1.7901279166426287,-0.5217701800397214,1.5330681557427892,-0.6618581833830535,1.040577634998121
37,-0.5693148383845766,0.8861965837965019,1.0151806526299532,1.7901279166426287,0.7445776256173544,-0.22517314136316466,-0.6175472054620026,1.8134071750695973
263,1.6431998937742356,1.5313277077300484,0.7017051160583109,1.7663158997686583,-0.555811787718675,0.9899325042196367,0.22928481702919062,1.804261263352775
427,-0.6912625158237479,0.4931856692162957,1.2306950840229585,1.7316802388610655,0.10459540125302574,1.3839196845075927,-0.6938605563260345,1.630488940733153
105,0.06444320416040432,0.6563222752684571,1.1653876805705328,1.7230213236341674,-0.22220403246492923,0.7418863011618188,-0.5707745065453379,1.603051205582686
269,0.024974286920058493,1.190223895075529,1.2764102664396555,1.714362408407269,-0.29709556935862735,-0.6261098919954131,-0.1805917287405293,1.100026061157465
1222,-0.6138583306986811,0.8120435810455194,0.9955884315942262,1.7013740355669211,-0.7675505874817669,0.4847521984230035,-0.5510807385804264,1.6990832786093197
225,-0.5839747219309908,0.8936118840715993,0.7866047405464641,1.6494205442055319,-0.2698622832154644,0.9519771584931171,-0.1756682867493015,1.8316989985032412
603,-0.6381035227177507,-0.21126785691803768,1.374371371618294,1.6407616289786335,2.739415835604038,0.9364742708020035,-0.5695436460475309,1.6716455434588526
336,-0.5642402633108179,0.737890578294537,0.8519121439988897,1.6342674425584607,-0.9806510515520166,0.21158062565889812,-0.7086308822997182,1.804261263352775
1098,-0.2479250837131895,-0.1667760552674482,1.3417176698920812,1.6342674425584596,-0.7702739160960831,1.2358403779407492,-0.6557038808940185,1.6762184993172642
333,-0.6775160557906104,0.4042020659151159,1.3678406312730513,1.6256085273315615,-0.5830450738618379,-0.3924974119603562,-0.5609276225628822,1.2692254279186759
1028,-0.04832513081201224,-0.033300650315679775,1.374371371618294,1.6169496121046643,-1.0010760161593888,0.3997536072889669,3.011029542072936,1.5115920884144645
115,-0.5805916718818184,-0.5746175703978518,1.5441706205946006,1.5931375952306939,1.8271007498080811,1.0498057256473856,-0.43784157278218544,1.557321646998575
682,-0.605964547250612,0.35229496398942817,1.3678406312730513,1.5888081376172432,0.23395351043304974,0.8990535074096605,-0.05627481846202569,1.2234958693345648
759,0.024974286920058493,0.4931856692162957,1.224164343677715,1.5758197647768974,0.5743695872225864,0.7878603819009834,-0.4341489912887645,1.3103820306443763
478,0.25614937361351225,0.033437052160204435,1.3417176698920812,1.5758197647768974,0.4245865134351902,1.0722581836827918,-0.5240018076286731,1.4292788829630645
859,2.105550067161144,1.5609889088304414,0.740889558129767,1.56716084955,-0.4945368938965585,1.0947106417181975,-0.05627481846202569,1.3103820306443763
236,-0.59186850537906,-0.07779245196626926,1.296002487475384,1.5649961207432748,0.9215939855479136,1.5352064850794944,-0.35045047743789076,1.5390298235649311
183,-0.3832470856800894,1.724125514882603,0.8976273264155877,1.5541724767096523,-0.9663535763268561,-0.41281154065905645,0.5862343613932112,0.9628373854051323
61,-0.5394312296168863,0.9900107876478773,0.7278280774392811,1.552007747902927,0.35650329807728304,0.8049670165946261,0.4139138917002356,1.648780764166797
202,3.1881260828963427,0.5302621705917869,1.1457954595348043,1.5260310022222323,-0.555811787718675,0.8365073743110295,-0.527694389122094,1.2920902072107314
925,-0.6896950359676313,0.48577036894119663,1.0021191719394686,1.523866273415508,-1.0596275813671892,0.9295247004577113,-0.3910688738655207,1.5161650442728756
323,-0.0765172145551164,0.15208185656177556,1.5507013609398432,1.5152073581886096,2.9164321955345973,1.3026631697127906,-0.6200089264576165,0.9353996502546656
834,-0.6132944890238191,1.2124697959008248,0.6298669722606434,1.5087131717684368,-0.555811787718675,0.37837031392191367,-0.6483187179071768,1.557321646998575
444,-0.6657317647859927,0.708229377194144,1.328656189201597,1.5043837141549863,-0.6681490930592221,1.3999571545328828,2.4202165031255913,0.8805241799537324
880,-0.41143916942319353,0.9974260879229756,0.5841517898439447,1.495724798928088,-0.5285785015755121,0.015388909016184537,-0.5043080396637617,1.7265210137597857
624,-0.51067530419892,1.0196719887482704,0.7539510388202513,1.489230612507915,-0.24943731860809218,0.07633129511228672,-0.709861742797525,1.4612895739719423
571,-0.449216561638953,1.575819509380638,0.49272142501054883,1.4849011548944664,-0.8056771880821949,0.26985010008411825,-0.2802914290628936,1.4750084415471756
1067,-0.5856662469555771,0.5376774708668843,1.0608958350466517,1.476242239667568,1.6773176760206847,-0.3091025678288482,0.29082784191953903,1.3012361189275536
249,-0.19266859957670546,0.3671255645396247,1.3155947085111117,1.4697480532473943,-0.9220994863442163,0.020200150023771703,-0.2852148710541216,1.03600467913971
279,-0.6240074808461987,0.226234859312758,1.21110286298723,1.4675833244406689,-0.8901003751259999,0.8300923863009134,-0.7172469057843669,1.2646524720602652
762,-0.2766810091311558,-0.19643725636784118,1.5898858030112992,1.4654185956339447,-0.28347892628704585,-1.397512200211859,-0.6827828118457718,0.990275120555599
443,-0.5845385636058529,0.8417047821459124,1.2894717471301407,1.4632538668272204,0.7377693040815637,-0.18989070730752686,-0.5240018076286731,0.7662002834934548
243,-0.28513863425408703,0.6044151733427685,0.714766596748796,1.461089138020496,-0.8778453963615765,1.017730785596806,0.10004446475945915,1.712802146184553
687,0.39147137558041223,2.0207375258865317,0.8388506633084054,1.4502654939868724,-1.0786908816674032,0.019665567689595192,1.5709227596387845,0.642730475316355
341,0.5324317942959329,2.4063331401916406,0.0029158991173574103,1.4502654939868724,-0.8792070606687348,0.2276180956841882,0.6970118061958382,1.5756134704322198
282,-0.6485345937026993,0.5450927711419834,1.1066110174633497,1.4481007651801492,-0.2902872478228366,1.479609922325156,-0.7197086267799809,1.1731933548920432
102,-0.5044730457754372,0.48577036894119663,0.819258442272677,1.448100765180148,-0.41964535700286043,-0.6699456433978722,0.8200978559765347,1.6121971172995087
65,0.058804787411783487,0.9825954873727791,0.5776210494987029,1.4394418499532509,-0.788656384242718,0.05494800174523345,1.0416527455817886,1.6259159848747415
971,-0.6845640767263864,0.1372512560115799,1.073957315737137,1.432947663533077,-0.5285785015755121,0.3072708634764616,-0.6852445328413858,1.4384247946798867
761,-0.5219521376961617,-0.22609845746823418,1.2437565647134428,1.432947663533076,-0.7253389939598642,0.3142204338207538,-0.48584513219665715,1.4247059271046534
698,-0.5213882960212997,1.9539998234106484,0.505782905701034,1.4286182059196273,-0.9636302477125398,-0.8950048060861079,0.4139138917002356,1.1045990170158766
270,0.39147137558041223,0.6266610741680633,1.2372258243682008,1.4286182059196273,-0.05199599407016082,1.332599780426665,1.1647387953624855,0.8988160033873768
410,-0.6859736809135416,0.6711528758186528,1.1719184209157754,1.4221240194994536,0.9215939855479136,0.5227075441495229,-0.5461572965891985,0.949118517829899
265,0.6339232957711078,1.1309014928747432,0.6298669722606434,1.4199592906927292,0.09097875818144427,0.30406336947140344,-0.5756979485365658,1.4201329712462423
569,0.9891435509342197,1.8724315203845678,0.02903886049832766,1.4199592906927292,-0.6844890647451198,0.26450427674235505,0.5493085464590022,1.804261263352775
214,-0.6842821558889552,-0.1667760552674482,1.433148034725477,1.4134651042725552,2.024542074346012,0.8525448443363193,-0.09320063339623473,1.081734237723821
409,-0.6529325587666235,0.5154315700415896,0.9564039895227707,1.4134651042725552,0.7173443394741915,1.335807274431723,-0.343065314451049,1.3286738540780203
967,0.7974373814811118,1.3681911016778872,0.22496107085560452,1.4069709178523813,0.9896772009058206,-1.6450238209355,0.5739257564151415,1.8134071750695973
782,-0.5619848966113695,0.5228468703166879,1.256818045403928,1.4026414602389317,-0.378795427788116,0.6782710033948355,-0.4267638283019228,0.8805241799537324
869,-0.35843805198615775,0.6118304736178668,0.8976273264155877,1.39181781620531,0.3156533688625384,-0.7201963828104471,1.6447743895072027,1.3058090747859648
91,-0.5461973297152313,-0.463388066271378,1.073957315737137,1.3896530873985848,0.6696860887236563,1.566212260461722,-0.5301561101177079,1.7173751020429637
431,-0.6554134621360167,0.4042020659151159,0.9759962105584984,1.383158900978412,1.3028599915521946,0.6077061352835599,-0.5560041805716542,1.3058090747859648
516,-0.5963792387779566,0.11500535518628432,0.9368117684870431,1.3788294433649624,-0.5421951446470936,0.43663978834713374,-0.6298558104400722,1.529883911848109
232,0.13210420514385413,0.6563222752684571,0.5449673477724901,1.376664714558239,3.896830496688462,0.6782710033948355,-0.7184777662821739,1.740239881335019
644,0.17157312238419997,0.09275945436099041,0.904158066760831,1.3744999857515137,0.8058525194394711,-0.12253333320130895,-0.6557038808940185,1.5801864262906304
1093,0.7805221312352493,0.9232730851719931,0.3621066181056976,1.3723352569447893,-0.8288254813038833,-0.14765870290759683,-0.6852445328413858,1.822553086786419
564,-0.6497750453873958,1.5090818069047545,0.12046922533172352,1.3723352569447884,-0.8928237037403163,-0.015616866366042587,1.472453919814227,1.7996883074943635
528,-0.6725542490518239,2.3025189363402654,0.35557587776045574,1.3680057993313408,-0.7089990222739665,-0.19202903664423196,-0.07843030742255104,0.9719832971219545
215,-0.4650041285350914,-0.5968634712231456,1.3155947085111117,1.3680057993313408,0.7922358763678896,1.087226489039729,-0.2544433586089474,1.4155600153878312
6,-0.11598613179546215,1.4571747049790669,0.9759962105584984,1.3658410705246156,-0.8308679777646205,0.8108474222705657,1.1647387953624855,0.6198656960242994
371,-0.5732617301086113,0.8861965837965019,0.9825269509037403,1.3658410705246145,2.9572821247493417,0.03997969638829592,-0.7578653022119968,0.9628373854051323
1110,-0.6211882724718882,1.2347156967261195,1.178449161261017,1.3658410705246145,-0.7484872871815527,1.148703457470007,1.706317414397551,0.473531108555144
484,0.07008162090902514,1.5387430080051467,0.6037440108796724,1.361511612911166,-0.5081535369681399,0.46711098139518487,-0.19659291521201983,1.081734237723821
808,-0.32009681809553614,0.26331136068824923,1.2764102664396555,1.3463585112640948,-0.2698622832154644,1.4063721425429987,-0.46615136423174564,0.8942430475289657
302,-0.5304097628190929,-0.4411421654460833,1.4853939574874175,1.3420290536506452,-0.3379454985733716,0.7183646784580604,0.13204683770244036,1.0268587674228877
597,-0.667141368973148,0.7008140769190457,0.8127277019274344,1.3376995960371965,1.4662597084111717,0.8300923863009134,-0.6581656018896325,1.255506560343443
125,-0.264840333959052,1.1457320934249404,1.0674265753918943,1.3355348672304712,-0.704233197198913,-0.8495653076811193,2.518685342950149,0.6198656960242994
1084,-0.4672594952345397,-0.033300650315679775,0.8976273264155877,1.3333701384237469,-1.0310326309168683,0.40563401296490664,-0.20151635720324784,1.5801864262906304
9,-0.6786437391403345,0.3300490631641343,0.9302810281418005,1.3290406808102981,0.30203672579095714,0.5799078539063904,-0.38983801336771373,1.3012361189275536
754,-0.671482949869586,-0.5152951681970649,1.2829410067848988,1.3290406808102981,-0.4877285723607678,0.935939688467827,-0.36645166390938133,1.3286738540780203
250,0.23359570661902912,0.5450927711419834,1.2894717471301407,1.3290406808102972,-0.5285785015755121,0.9177638891058318,-0.3726059663984162,0.6655952546084104
1077,-0.6649423864411859,0.30780316233883953,1.0021191719394686,1.3203817655834,1.1666935608363798,0.6761326740581299,-0.08581547040939289,1.1960581341840986
820,-0.59186850537906,1.8650162201094695,0.18577662878414916,1.3160523079699504,0.9760605578342395,-0.1268099918747191,-0.4021466183457834,1.36983045680372
807,1.175211303638707,0.7230599777443405,0.44700624259385163,1.3160523079699504,0.6152195164373304,0.8445261093236742,-0.3110629415080678,1.7082291903261415
680,-0.5963792387779566,0.8268741815957159,1.2372258243682008,1.3160523079699504,-0.5762367523260472,1.1454959634649489,-0.00827125904755397,0.5375524905729
460,-0.4683871785842639,0.381956165089822,0.7800740002012215,1.3117228503565017,4.046613570475858,0.4104452539724933,-0.49815373717472683,1.4429977505382978
819,-0.30430925119939783,0.26331136068824923,1.3482484102373244,1.3117228503565017,1.3232849561595663,1.5207727620567335,-0.12027956434798792,0.7204707249093437
3,-0.59186850537906,0.37454086481472293,0.7996662212369493,1.3095581215497765,-0.9316311364943235,0.30673628114228507,2.629462787752776,1.4155600153878312
908,-0.6699041931799722,1.2421309970012169,1.1980413822967455,1.3095581215497765,-0.8587820960613626,0.021269314692124248,0.9801097206914402,0.32262356522757807
403,-0.6943918371192325,0.27814196123844576,1.1915106419515022,1.307393392743052,-0.777763069785453,0.42808647100031244,-0.6384718339247211,0.9216807826794323
386,-0.45654650341216013,1.1383167931498424,0.49272142501054883,1.3030639351296036,-0.5966617169334195,-1.8898625299882608,-0.6077003214795469,1.3606845450868978
931,0.053166370663162654,1.3681911016778872,1.13273397884432,1.285746104675806,-0.9384394580301142,0.7600621005238144,2.2109702184984075,0.28603991836028925
738,-0.6941663004492876,-0.12228425361685873,0.9302810281418005,1.2749224606421845,-0.8376762993004112,1.3347381097633704,-0.4427650147734133,1.4658625298303534
502,-0.3420866434151574,0.12983595573648082,0.6625206739868562,1.2684282742220105,-0.6245758352301615,1.8003593228309547,-0.4070700603370112,1.6716455434588526
523,-0.696294802771892,0.48577036894119663,0.6886436353678257,1.2662635454152853,-0.815889670385881,0.7883949642351594,-0.5609276225628822,1.4109870595294196
81,-0.6795458858201139,0.41903266646531323,1.21110286298723,1.2554399013816628,-0.7185306724240735,0.8985189250754839,-0.5941608560036702,0.6976059456172882
927,-0.6954631363014704,-0.06296185141607276,0.832319922963162,1.2511104437682141,2.8823905878556437,0.35324494421562624,-0.6138546239685817,1.5161650442728756
1146,-0.4514719283384014,0.7601364791198317,0.4665984636295793,1.2511104437682141,0.8194691625110525,0.8824814550501942,-0.6273940894444583,1.5207380001312867
639,-0.6931231933507928,-0.43372686517098424,1.1653876805705328,1.2489457149614898,-0.011146064855416587,0.621070693637968,-0.564620204056303,1.273798383777087
223,1.1357423863983613,0.026021751885106192,0.9368117684870431,1.2446162573480402,-0.779124734092611,1.2037654378901692,0.733937621130047,1.3012361189275536
1211,0.32381037459696244,1.093824991499252,0.47312920397482117,1.2446162573480393,2.2356000419555246,0.35324494421562624,0.16774179213884222,1.2920902072107314
468,0.12082737164661247,1.0419178895735641,0.3621066181056976,1.2424515285413158,-0.41964535700286043,0.8167278279465052,-0.49938459767253374,1.4750084415471756
972,-0.025771463817528914,-0.12969955389195698,1.4396787750707196,1.2424515285413158,2.9164321955345973,1.5090119507048543,-0.14858935579754812,0.688460033900466
1176,-0.4841747454804022,1.0641637903988599,0.9564039895227707,1.235957342121142,3.1411068062156917,0.9541154878298223,-0.5203092261352522,0.6152927401658889
662,-0.633028947643992,0.055682952985499176,1.1262032384990766,1.235957342121142,1.2620100623374502,0.6306931756531418,0.25390202698533015,0.9994210322724206
959,-0.2467974003634654,-0.1816066558176447,0.7212973370940385,1.2272984268942437,-0.881930389283051,1.3855234315101217,0.4262224966783053,1.6945103227509082
1167,0.8030757982297325,0.30038786206374046,0.9368117684870431,1.2251336980875194,1.752209212914383,-0.30749882082631963,2.50637673797208,1.0908801494406428
44,0.14901945538971664,1.672218412956915,0.08781552360551144,1.2186395116673465,-0.881930389283051,0.7771687352174568,2.0386497488054323,1.4201329712462423
436,-0.13290138204132465,0.381956165089822,0.4796599443200644,1.214310054053897,-0.02476270792699806,-0.26954347509979976,-0.7615578837054178,1.6579266758836197
568,0.2730646238593748,0.12983595573648082,1.3090639681658685,1.2121453252471717,0.9011690209405414,0.17415986226655478,2.6171541827747062,0.6473034311747665
1223,1.1301039696497406,0.797212980495323,0.37516809879618274,1.2099805964404464,2.2356000419555246,-1.263866616667776,-0.3578356404247326,1.5390298235649311
457,1.6319230602769939,0.5969998730676703,0.5449673477724901,1.207815867633723,0.05012882896670005,-0.151935361581007,-0.7443258367361202,1.4201329712462423
122,0.030612703668679325,0.42644796674041063,1.2176336033324733,1.2056511388269986,-0.5626201092544658,1.1075406177384295,5.288121463015825,0.5787090932986
107,0.10955053814937096,-0.44855746572118155,1.250287305058686,1.1991569524068248,1.3777515284458925,1.1257164171004246,0.5985429663712809,1.0588694584317655
